Mod:Item:MetaData, Localized Name
bloodarsenal:glass_dagger_of_sacrifice, 玻璃制献祭刀
bloodarsenal:gem:0, 牺牲宝石
bloodarsenal:gem:1, 献祭宝石
bloodarsenal:gem:2, 塔尔塔意志宝石
bloodarsenal:sigil_swimming, 水泳印记
bloodarsenal:sigil_ender, 末影印记
bloodarsenal:sigil_augmented_holding, 扩持印记
bloodarsenal:sigil_lightning, 闪电印记
bloodarsenal:sigil_divinity, 神灵印记
bloodarsenal:sigil_sentience, Sigil of Sentience
bloodarsenal:bound_stick, Bound Stick
bloodarsenal:bound_sickle, Bound Sickle
bloodarsenal:bound_igniter, Bound Igniter
bloodarsenal:bound_shears, Bound Shears
bloodarsenal:stasis_axe, Stasis Axe
bloodarsenal:stasis_pickaxe, Stasis Pickaxe
bloodarsenal:stasis_shovel, Stasis Shovel
bloodarsenal:stasis_sword, Stasis Blade
bloodarsenal:modifier_tome, Modifier Tome
bloodarsenal:warp_blade, Warp Blade
bloodarsenal:sacrifice_amulet:0, 献祭项链
bloodarsenal:self_sacrifice_amulet:0, 牺牲项链
bloodarsenal:vampire_ring, Vampire Ring
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
bloodarsenal:soul_pendant:0, [微小]灵魂垂饰
bloodarsenal:soul_pendant:1, [细块]灵魂垂饰
bloodarsenal:soul_pendant:2, [普通]灵魂垂饰
bloodarsenal:soul_pendant:3, [较大]灵魂垂饰
bloodarsenal:soul_pendant:4, [精致]灵魂垂饰
thaumcraft:thaumonomicon:0, 魔导手册
thaumcraft:curio:0, 奥术珍品
thaumcraft:curio:1, 传世珍品
thaumcraft:curio:2, 远古珍品
thaumcraft:curio:3, 邪术珍品
thaumcraft:curio:4, 光明珍品
thaumcraft:curio:5, 扭曲珍品
thaumcraft:curio:6, 血腥仪式
thaumcraft:loot_bag:0, 寻常藏宝袋
thaumcraft:loot_bag:1, 稀有藏宝袋
thaumcraft:loot_bag:2, 罕见藏宝袋
thaumcraft:primordial_pearl, item.primordial_pearl.name
thaumcraft:pech_wand, 岩精法杖
thaumcraft:celestial_notes:0, 天象笔记
thaumcraft:celestial_notes:1, 天象笔记
thaumcraft:celestial_notes:2, 天象笔记
thaumcraft:celestial_notes:3, 天象笔记
thaumcraft:celestial_notes:4, 天象笔记
thaumcraft:celestial_notes:5, 天象笔记
thaumcraft:celestial_notes:6, 天象笔记
thaumcraft:celestial_notes:7, 天象笔记
thaumcraft:celestial_notes:8, 天象笔记
thaumcraft:celestial_notes:9, 天象笔记
thaumcraft:celestial_notes:10, 天象笔记
thaumcraft:celestial_notes:11, 天象笔记
thaumcraft:celestial_notes:12, 天象笔记
thaumcraft:amber, 琥珀
thaumcraft:quicksilver, 水银
thaumcraft:ingot:0, 神秘锭
thaumcraft:ingot:1, 虚空金属锭
thaumcraft:ingot:2, 炼金黄铜锭
thaumcraft:nugget:0, 铁粒
thaumcraft:nugget:1, 铜粒
thaumcraft:nugget:2, 锡粒
thaumcraft:nugget:3, 银粒
thaumcraft:nugget:4, 铅粒
thaumcraft:nugget:5, 水银液滴
thaumcraft:nugget:6, 神秘粒
thaumcraft:nugget:7, 虚空金属粒
thaumcraft:nugget:8, 炼金黄铜粒
thaumcraft:nugget:9, 石英碎片
thaumcraft:nugget:10, 稀土
thaumcraft:cluster:0, 铁原矿簇
thaumcraft:cluster:1, 金原矿簇
thaumcraft:cluster:2, 铜原矿簇
thaumcraft:cluster:3, 锡原矿簇
thaumcraft:cluster:4, 银原矿簇
thaumcraft:cluster:5, 铅原矿簇
thaumcraft:cluster:6, 朱砂原矿簇
thaumcraft:cluster:7, 石英原矿簇
thaumcraft:fabric, 魔力布匹
thaumcraft:vis_resonator, 魔力谐振器
thaumcraft:tallow, 魔力油脂
thaumcraft:mechanism_simple, 简易奥术装置
thaumcraft:mechanism_complex, 精密奥术装置
thaumcraft:plate:0, 黄铜板
thaumcraft:plate:1, 铁板
thaumcraft:plate:2, 神秘板
thaumcraft:plate:3, 虚空金属板
thaumcraft:filter, 源质滤管
thaumcraft:morphic_resonator, 形态谐振器
thaumcraft:salis_mundus, 世界盐
thaumcraft:mirrored_glass, 镜面玻璃
thaumcraft:void_seed, 虚空种子
thaumcraft:mind:0, 发条之心
thaumcraft:mind:1, 神秘生物学之心
thaumcraft:module:0, 视觉组件
thaumcraft:module:1, 攻击组件
thaumcraft:crystal_essence, %s 魔力水晶碎片
thaumcraft:chunk:0, 牛肉粒
thaumcraft:chunk:1, 鸡肉粒
thaumcraft:chunk:2, 猪肉粒
thaumcraft:chunk:3, 鱼肉粒
thaumcraft:chunk:4, 兔肉粒
thaumcraft:chunk:5, 羊肉粒
thaumcraft:triple_meat_treat, 三层肉饼
thaumcraft:brain, 僵尸之脑
thaumcraft:label:0, 空白标签
thaumcraft:phial:0, 玻璃安瓿
thaumcraft:phial:1, Aer 源质安瓿
thaumcraft:phial:1, Terra 源质安瓿
thaumcraft:phial:1, Ignis 源质安瓿
thaumcraft:phial:1, Aqua 源质安瓿
thaumcraft:phial:1, Ordo 源质安瓿
thaumcraft:phial:1, Perditio 源质安瓿
thaumcraft:phial:1, Vacuos 源质安瓿
thaumcraft:phial:1, Lux 源质安瓿
thaumcraft:phial:1, Motus 源质安瓿
thaumcraft:phial:1, Gelum 源质安瓿
thaumcraft:phial:1, Vitreus 源质安瓿
thaumcraft:phial:1, Metallum 源质安瓿
thaumcraft:phial:1, Victus 源质安瓿
thaumcraft:phial:1, Mortuus 源质安瓿
thaumcraft:phial:1, Potentia 源质安瓿
thaumcraft:phial:1, Permutatio 源质安瓿
thaumcraft:phial:1, Praecantatio 源质安瓿
thaumcraft:phial:1, Auram 源质安瓿
thaumcraft:phial:1, Alkimia 源质安瓿
thaumcraft:phial:1, Vitium 源质安瓿
thaumcraft:phial:1, Tenebrae 源质安瓿
thaumcraft:phial:1, Alienis 源质安瓿
thaumcraft:phial:1, Volatus 源质安瓿
thaumcraft:phial:1, Herba 源质安瓿
thaumcraft:phial:1, Instrumentum 源质安瓿
thaumcraft:phial:1, Fabrico 源质安瓿
thaumcraft:phial:1, Machina 源质安瓿
thaumcraft:phial:1, Vinculum 源质安瓿
thaumcraft:phial:1, Spiritus 源质安瓿
thaumcraft:phial:1, Cognitio 源质安瓿
thaumcraft:phial:1, Sensus 源质安瓿
thaumcraft:phial:1, Aversio 源质安瓿
thaumcraft:phial:1, Praemunio 源质安瓿
thaumcraft:phial:1, Desiderium 源质安瓿
thaumcraft:phial:1, Exanimis 源质安瓿
thaumcraft:phial:1, Bestia 源质安瓿
thaumcraft:phial:1, Humanus 源质安瓿
thaumcraft:phial:1, Fluctus 源质安瓿
thaumcraft:phial:1, Sonus 源质安瓿
thaumcraft:phial:1, Exitium 源质安瓿
thaumcraft:phial:1, Caeles 源质安瓿
thaumcraft:phial:1, Draco 源质安瓿
thaumcraft:phial:1, Infernum 源质安瓿
thaumcraft:phial:1, Ventus 源质安瓿
thaumcraft:phial:1, Visum 源质安瓿
thaumcraft:phial:1, Imperium 源质安瓿
thaumcraft:alumentum:0, 源动之焰
thaumcraft:jar_brace, 黄铜盖箍
thaumcraft:bottle_taint, 腐化瓶
thaumcraft:sanity_soap, 祛邪肥皂
thaumcraft:bath_salts, 净化浴盐
thaumcraft:turret:0, 自动十字弩
thaumcraft:turret:1, 高级自动弩
thaumcraft:turret:2, 奥术钻探机
thaumcraft:causality_collapser, 悖论物质
thaumcraft:scribing_tools, 笔与墨
thaumcraft:thaumometer, 魔导透镜
thaumcraft:resonator, 源质谐振器
thaumcraft:sanity_checker, 神智检测仪
thaumcraft:hand_mirror, 魔力手镜
thaumcraft:thaumium_axe, 神秘斧
thaumcraft:thaumium_sword, 神秘剑
thaumcraft:thaumium_shovel, 神秘锹
thaumcraft:thaumium_pick, 神秘镐
thaumcraft:thaumium_hoe, 神秘锄
thaumcraft:void_axe, 虚空斧
thaumcraft:void_sword, 虚空剑
thaumcraft:void_shovel, 虚空锹
thaumcraft:void_pick, 虚空镐
thaumcraft:void_hoe, 虚空锄
thaumcraft:elemental_axe, 奔流斧
thaumcraft:elemental_sword, 风雷剑
thaumcraft:elemental_shovel, 后土铲
thaumcraft:elemental_pick, 炽心镐
thaumcraft:elemental_hoe, 句芒锄
thaumcraft:primal_crusher, 元始杵
thaumcraft:crimson_blade, 血腥之刃
thaumcraft:grapple_gun, 奥术机动装置
thaumcraft:grapple_gun_tip, 机动装置头部
thaumcraft:grapple_gun_spool, 机动装置滚轴
thaumcraft:goggles, 揭示之护目镜
thaumcraft:thaumium_helm, 神秘头盔
thaumcraft:thaumium_chest, 神秘胸甲
thaumcraft:thaumium_legs, 神秘护腿
thaumcraft:thaumium_boots, 神秘靴子
thaumcraft:cloth_chest, 神秘使法袍
thaumcraft:cloth_legs, 神秘使护腿
thaumcraft:cloth_boots, 神秘使之靴
thaumcraft:traveller_boots, 旅行者之靴
thaumcraft:fortress_helm, 神秘要塞兜鍪
thaumcraft:fortress_chest, 神秘要塞胸铠
thaumcraft:fortress_legs, 神秘要塞护胫
thaumcraft:void_helm, 虚空头盔
thaumcraft:void_chest, 虚空胸甲
thaumcraft:void_legs, 虚空护腿
thaumcraft:void_boots, 虚空靴子
thaumcraft:void_robe_helm, 虚空神秘使兜帽
thaumcraft:void_robe_chest, 虚空神秘使法袍
thaumcraft:void_robe_legs, 虚空神秘使护腿
thaumcraft:crimson_plate_helm, 血腥邪徒头盔
thaumcraft:crimson_plate_chest, 血腥邪徒胸甲
thaumcraft:crimson_plate_legs, 血腥邪徒护胫
thaumcraft:crimson_boots, 血腥邪徒靴子
thaumcraft:crimson_robe_helm, 血腥邪徒兜帽
thaumcraft:crimson_robe_chest, 血腥邪徒法袍
thaumcraft:crimson_robe_legs, 血腥邪徒护腿
thaumcraft:crimson_praetor_helm, 血腥主教头盔
thaumcraft:crimson_praetor_chest, 血腥主教胸甲
thaumcraft:crimson_praetor_legs, 血腥主教护胫
thaumcraft:baubles:0, 凡人护身符
thaumcraft:baubles:1, 凡人指环
thaumcraft:baubles:2, 凡人腰带
thaumcraft:baubles:3, 学徒指环
thaumcraft:baubles:4, 精致护身符
thaumcraft:baubles:5, 精致指环
thaumcraft:baubles:6, 精致腰带
thaumcraft:amulet_vis:0, 魔力石
thaumcraft:amulet_vis:1, 魔力护身符
thaumcraft:verdant_charm, 翠心指环
thaumcraft:curiosity_band, 求知发带
thaumcraft:voidseer_charm, 虚空预言者的珍珠
thaumcraft:cloud_ring, 云霄指环
thaumcraft:charm_undying, 不死护符
thaumcraft:creative_flux_sponge, 咒波清理海绵
thaumcraft:enchanted_placeholder, 任何附魔物品
thaumcraft:caster_basic, 法师护手
thaumcraft:focus_1, 空白次级核心
thaumcraft:focus_2, 空白高级核心
thaumcraft:focus_3, 空白大师核心
thaumcraft:focus_pouch, 施术核心手袋
thaumcraft:golem_bell, 傀儡使铃铛
thaumcraft:golem, 傀儡
thaumcraft:seal:0, 空白印记
thaumcraft:seal:1, 操控印记：聚集
thaumcraft:seal:2, 高级操控印记：聚集
thaumcraft:seal:3, 操控印记：贮存
thaumcraft:seal:4, 高级操控印记：贮存
thaumcraft:seal:5, 操控印记：空置
thaumcraft:seal:6, 高级操控印记：空置
thaumcraft:seal:7, 操控印记：收获
thaumcraft:seal:8, 操控印记：屠宰
thaumcraft:seal:9, 操控印记：守卫
thaumcraft:seal:10, 高级操控印记：守卫
thaumcraft:seal:11, 操控印记：砍伐
thaumcraft:seal:12, 操控印记：采掘
thaumcraft:seal:13, 操控印记：使用
thaumcraft:seal:14, 操控印记：供给
thaumcraft:seal:15, 操控印记：仓储
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
botania:livingwood0stairs, tile.livingwood0Stairs.name
botania:livingwood0slab:0, 活木台阶
botania:livingwood0wall, tile.livingwood0Wall.name
botania:livingwood1stairs, tile.livingwood1Stairs.name
botania:livingwood1slab:0, 活木台阶
botania:livingrock0stairs, tile.livingrock0Stairs.name
botania:livingrock0slab:0, 活石台阶
botania:livingrock0wall, tile.livingrock0Wall.name
botania:livingrock1stairs, tile.livingrock1Stairs.name
botania:livingrock1slab:0, 活石砖台阶
botania:dreamwood0stairs, tile.dreamwood0Stairs.name
botania:dreamwood0slab:0, 梦之木台阶
botania:dreamwood0wall, tile.dreamwood0Wall.name
botania:dreamwood1stairs, tile.dreamwood1Stairs.name
botania:dreamwood1slab:0, 梦之木台阶
botania:quartztypedark:0, 烟熏石英块
botania:quartztypedark:1, 錾制烟熏石英块
botania:quartztypedark:2, 竖纹烟熏石英块
botania:quartzslabdarkhalf:0, 烟熏石英台阶
botania:quartzstairsdark, tile.quartzStairsDark.name
botania:quartztypemana:0, 魔力石英块
botania:quartztypemana:1, 錾制魔力石英块
botania:quartztypemana:2, 竖纹魔力石英块
botania:quartzslabmanahalf:0, 魔力石英台阶
botania:quartzstairsmana, tile.quartzStairsMana.name
botania:quartztypeblaze:0, 烈焰石英块
botania:quartztypeblaze:1, 錾制烈焰石英块
botania:quartztypeblaze:2, 竖纹烈焰石英块
botania:quartzslabblazehalf:0, 烈焰石英台阶
botania:quartzstairsblaze, tile.quartzStairsBlaze.name
botania:quartztypelavender:0, 熏香石英块
botania:quartztypelavender:1, 錾制熏香石英块
botania:quartztypelavender:2, 竖纹熏香石英块
botania:quartzslablavenderhalf:0, 熏香石英台阶
botania:quartzstairslavender, tile.quartzStairsLavender.name
botania:quartztypered:0, 红色石英块
botania:quartztypered:1, 錾制红色石英块
botania:quartztypered:2, 竖纹红色石英块
botania:quartzslabredhalf:0, 红色石英台阶
botania:quartzstairsred, tile.quartzStairsRed.name
botania:quartztypeelf:0, 精灵石英块
botania:quartztypeelf:1, 錾制精灵石英块
botania:quartztypeelf:2, 竖纹精灵石英块
botania:quartzslabelfhalf:0, 精灵石英台阶
botania:quartzstairself, tile.quartzStairsElf.name
botania:quartztypesunny:0, 金黄石英块
botania:quartztypesunny:1, 錾制金黄石英块
botania:quartztypesunny:2, 竖纹金黄石英块
botania:quartzslabsunnyhalf:0, 金黄石英台阶
botania:quartzstairssunny, tile.quartzStairsSunny.name
botania:biomestonea:0, 变质森林石头
botania:biomestonea:1, 变质平原石头
botania:biomestonea:2, 变质高山石头
botania:biomestonea:3, 变质菌丝石头
botania:biomestonea:4, 变质沼泽石头
botania:biomestonea:5, 变质沙漠石头
botania:biomestonea:6, 变质雪原石头
botania:biomestonea:7, 变质高原石头
botania:biomestonea:8, 变质森林圆石
botania:biomestonea:9, 变质平原圆石
botania:biomestonea:10, 变质高山圆石
botania:biomestonea:11, 变质菌丝圆石
botania:biomestonea:12, 变质沼泽圆石
botania:biomestonea:13, 变质沙漠圆石
botania:biomestonea:14, 变质雪原圆石
botania:biomestonea:15, 变质高原圆石
botania:biomestoneb:0, 变质森林石砖
botania:biomestoneb:1, 变质平原石砖
botania:biomestoneb:2, 变质高山石砖
botania:biomestoneb:3, 变质菌丝石砖
botania:biomestoneb:4, 变质沼泽石砖
botania:biomestoneb:5, 变质沙漠石砖
botania:biomestoneb:6, 变质雪原石砖
botania:biomestoneb:7, 变质高原石砖
botania:biomestoneb:8, 錾制变质森林石砖
botania:biomestoneb:9, 錾制变质平原石砖
botania:biomestoneb:10, 錾制变质高山石砖
botania:biomestoneb:11, 錾制变质菌丝石砖
botania:biomestoneb:12, 錾制变质沼泽石砖
botania:biomestoneb:13, 錾制变质沙漠石砖
botania:biomestoneb:14, 錾制变质雪原石砖
botania:biomestoneb:15, 錾制变质高原石砖
botania:pavement:0, 白色葡萄牙路面
botania:pavement:1, 黑色葡萄牙路面
botania:pavement:2, 蓝色葡萄牙路面
botania:pavement:3, 红色葡萄牙路面
botania:pavement:4, 黄色葡萄牙路面
botania:pavement:5, 绿色葡萄牙路面
botania:biomestonea0stairs, tile.biomeStoneA0Stairs.name
botania:biomestonea0slab:0, 变质森林石头台阶
botania:biomestonea1stairs, tile.biomeStoneA1Stairs.name
botania:biomestonea1slab:0, 变质平原石头台阶
botania:biomestonea2stairs, tile.biomeStoneA2Stairs.name
botania:biomestonea2slab:0, 变质高山石头台阶
botania:biomestonea3stairs, tile.biomeStoneA3Stairs.name
botania:biomestonea3slab:0, 变质菌丝石头台阶
botania:biomestonea4stairs, tile.biomeStoneA4Stairs.name
botania:biomestonea4slab:0, 变质沼泽石头台阶
botania:biomestonea5stairs, tile.biomeStoneA5Stairs.name
botania:biomestonea5slab:0, 变质沙漠石头台阶
botania:biomestonea6stairs, tile.biomeStoneA6Stairs.name
botania:biomestonea6slab:0, 变质雪原石头台阶
botania:biomestonea7stairs, tile.biomeStoneA7Stairs.name
botania:biomestonea7slab:0, 变质高原石头台阶
botania:biomestonea8stairs, tile.biomeStoneA8Stairs.name
botania:biomestonea8slab:0, 变质森林圆石台阶
botania:biomestonea9stairs, tile.biomeStoneA9Stairs.name
botania:biomestonea9slab:0, 变质平原圆石台阶
botania:biomestonea10stairs, tile.biomeStoneA10Stairs.name
botania:biomestonea10slab:0, 变质高山圆石台阶
botania:biomestonea11stairs, tile.biomeStoneA11Stairs.name
botania:biomestonea11slab:0, 变质菌丝圆石台阶
botania:biomestonea12stairs, tile.biomeStoneA12Stairs.name
botania:biomestonea12slab:0, 变质沼泽圆石台阶
botania:biomestonea13stairs, tile.biomeStoneA13Stairs.name
botania:biomestonea13slab:0, 变质沙漠圆石台阶
botania:biomestonea14stairs, tile.biomeStoneA14Stairs.name
botania:biomestonea14slab:0, 变质雪原圆石台阶
botania:biomestonea15stairs, tile.biomeStoneA15Stairs.name
botania:biomestonea15slab:0, 变质高原圆石台阶
botania:biomestoneb0stairs, tile.biomeStoneB0Stairs.name
botania:biomestoneb0slab:0, 变质森林石砖台阶
botania:biomestoneb1stairs, tile.biomeStoneB1Stairs.name
botania:biomestoneb1slab:0, 变质平原石砖台阶
botania:biomestoneb2stairs, tile.biomeStoneB2Stairs.name
botania:biomestoneb2slab:0, 变质高山石砖台阶
botania:biomestoneb3stairs, tile.biomeStoneB3Stairs.name
botania:biomestoneb3slab:0, 变质菌丝石砖台阶
botania:biomestoneb4stairs, tile.biomeStoneB4Stairs.name
botania:biomestoneb4slab:0, 变质沼泽石砖台阶
botania:biomestoneb5stairs, tile.biomeStoneB5Stairs.name
botania:biomestoneb5slab:0, 变质沙漠石砖台阶
botania:biomestoneb6stairs, tile.biomeStoneB6Stairs.name
botania:biomestoneb6slab:0, 变质雪原石砖台阶
botania:biomestoneb7stairs, tile.biomeStoneB7Stairs.name
botania:biomestoneb7slab:0, 变质高原石砖台阶
botania:biomestonea0wall:0, 变质森林石墙
botania:biomestonea0wall:1, 变质平原石墙
botania:biomestonea0wall:2, 变质高山石墙
botania:biomestonea0wall:3, 变质菌丝石墙
botania:biomestonea0wall:4, 变质沼泽石墙
botania:biomestonea0wall:5, 变质沙漠石墙
botania:biomestonea0wall:6, 变质雪原石墙
botania:biomestonea0wall:7, 变质高原石墙
botania:pavement0stairs, tile.pavement0Stairs.name
botania:pavement0slab:0, 白色葡萄牙台阶
botania:pavement1stairs, tile.pavement1Stairs.name
botania:pavement1slab:0, 黑色葡萄牙台阶
botania:pavement2stairs, tile.pavement2Stairs.name
botania:pavement2slab:0, 蓝色葡萄牙台阶
botania:pavement3stairs, tile.pavement3Stairs.name
botania:pavement3slab:0, 红色葡萄牙台阶
botania:pavement4stairs, tile.pavement4Stairs.name
botania:pavement4slab:0, 黄色葡萄牙台阶
botania:pavement5stairs, tile.pavement5Stairs.name
botania:pavement5slab:0, 绿色葡萄牙台阶
botania:shimmerrock0slab:0, 微光石台阶
botania:shimmerrock0stairs, tile.shimmerrock0Stairs.name
botania:shimmerwoodplanks0slab:0, 微光木板台阶
botania:shimmerwoodplanks0stairs, tile.shimmerwoodPlanks0Stairs.name
botania:managlasspane, tile.manaGlassPane.name
botania:elfglasspane, tile.elfGlassPane.name
botania:bifrostpermpane, tile.bifrostPermPane.name
botania:flower:0, 白色神秘花
botania:flower:1, 橙色神秘花
botania:flower:2, 品红色神秘花
botania:flower:3, 淡蓝色神秘花
botania:flower:4, 黄色神秘花
botania:flower:5, 黄绿色神秘花
botania:flower:6, 粉色神秘花
botania:flower:7, 灰色神秘花
botania:flower:8, 淡灰色神秘花
botania:flower:9, 青色神秘花
botania:flower:10, 紫色神秘花
botania:flower:11, 蓝色神秘花
botania:flower:12, 棕色神秘花
botania:flower:13, 绿色神秘花
botania:flower:14, 红色神秘花
botania:flower:15, 黑色神秘花
botania:altar:0, 花药台
botania:altar:1, 森林花药台
botania:altar:2, 平原花药台
botania:altar:3, 高山花药台
botania:altar:4, 菌丝花药台
botania:altar:5, 沼泽花药台
botania:altar:6, 沙漠花药台
botania:altar:7, 雪原花药台
botania:altar:8, 高原花药台
botania:livingrock:0, 活石
botania:livingrock:1, 活石砖
botania:livingrock:2, 苔活石砖
botania:livingrock:3, 裂活石砖
botania:livingrock:4, 框边活石砖
botania:livingwood:0, 活木
botania:livingwood:1, 活木板
botania:livingwood:2, 苔活木板
botania:livingwood:3, 框边活木板
botania:livingwood:4, 框纹活木板
botania:livingwood:5, 微光活木
botania:specialflower:0, 白雏菊
botania:specialflower:0, 魔力星
botania:specialflower:0, 火红莲
botania:specialflower:0, 水绣球
botania:specialflower:0, 炽玫瑰
botania:specialflower:0, 阿卡纳蔷薇
botania:specialflower:0, 咀叶花
botania:specialflower:0, 热爆花
botania:specialflower:0, 贪食花
botania:specialflower:0, 彼方兰
botania:specialflower:0, 粘球草
botania:specialflower:0, 斑斓花
botania:specialflower:0, 噬草花
botania:specialflower:0, Shulk Me Not
botania:specialflower:0, 启命英
botania:specialflower:0, 翡翠苋
botania:specialflower:0, 娇媚之刺
botania:specialflower:0, 小娇媚之刺
botania:specialflower:0, 恐惧之刺
botania:specialflower:0, 平成之梦
botania:specialflower:0, 虎之眼
botania:specialflower:0, 异构花
botania:specialflower:0, 小异构花
botania:specialflower:0, 凝矿兰
botania:specialflower:0, 炎矿兰
botania:specialflower:0, 天降之奏
botania:specialflower:0, 冶炼火
botania:specialflower:0, 田园康乃馨
botania:specialflower:0, 小田园康乃馨
botania:specialflower:0, 漏斗花
botania:specialflower:0, 小漏斗花
botania:specialflower:0, 手掌花
botania:specialflower:0, 小手掌花
botania:specialflower:0, 束缚莓
botania:specialflower:0, 自由之翼
botania:specialflower:0, 毒风信
botania:specialflower:0, 石化草
botania:specialflower:0, 畜牧花
botania:specialflower:0, 粘土花
botania:specialflower:0, 小粘土花
botania:specialflower:0, 聚宝花
botania:specialflower:0, 扇水仙
botania:specialflower:0, 诱引莲
botania:specialflower:0, 凌空蓟
botania:specialflower:0, 气泡铃
botania:specialflower:0, 小气泡铃
botania:specialflower:0, 弱磁兰
botania:specialflower:0, 小弱磁兰
botania:specialflower:0, 消音柑
botania:spreader:0, 魔力发射器
botania:spreader:1, 魔力发射器(红石)
botania:spreader:2, 精灵魔力发射器
botania:spreader:3, 盖亚魔力发射器
botania:pool:0, 魔力池
botania:pool:2, 稀释魔力池
botania:pool:3, 神话魔力池
botania:pool:1, 永恒魔力池
botania:runealtar, tile.runeAltar.name
botania:pylon:0, 魔法水晶
botania:pylon:1, 自然水晶
botania:pylon:2, 盖亚水晶
botania:pistonrelay, tile.pistonRelay.name
botania:distributor, tile.distributor.name
botania:manavoid, tile.manaVoid.name
botania:manadetector, tile.manaDetector.name
botania:enchanter, 祭坛
botania:turntable, tile.turntable.name
botania:tinyplanetblock, tile.tinyPlanetBlock.name
botania:alchemycatalyst, tile.alchemyCatalyst.name
botania:opencrate:0, 花格箱
botania:opencrate:1, 机巧箱
botania:foresteye, tile.forestEye.name
botania:storage:0, 魔力钢块
botania:storage:1, 泰拉钢块
botania:storage:2, 源质钢块
botania:storage:3, 魔力钻石块
botania:storage:4, 龙石块
botania:forestdrum:0, 狂野之鼓
botania:forestdrum:1, 收集之鼓
botania:forestdrum:2, 林冠之鼓
botania:shinyflower:0, 白色荧光花
botania:shinyflower:1, 橙色荧光花
botania:shinyflower:2, 品红色荧光花
botania:shinyflower:3, 淡蓝色荧光花
botania:shinyflower:4, 黄色荧光花
botania:shinyflower:5, 黄绿色荧光花
botania:shinyflower:6, 粉色荧光花
botania:shinyflower:7, 灰色荧光花
botania:shinyflower:8, 淡灰色荧光花
botania:shinyflower:9, 青色荧光花
botania:shinyflower:10, 紫色荧光花
botania:shinyflower:11, 蓝色荧光花
botania:shinyflower:12, 棕色荧光花
botania:shinyflower:13, 绿色荧光花
botania:shinyflower:14, 红色荧光花
botania:shinyflower:15, 黑色荧光花
botania:platform:0, 奥秘平台
botania:platform:1, 幻影平台
botania:platform:2, 不破平台
botania:alfheimportal, tile.alfheimPortal.name
botania:dreamwood:0, 梦之木
botania:dreamwood:1, 梦之木板
botania:dreamwood:2, 苔梦之木板
botania:dreamwood:3, 框边梦之木板
botania:dreamwood:4, 框纹梦之木板
botania:dreamwood:5, 微光梦之木
botania:conjurationcatalyst, tile.conjurationCatalyst.name
botania:bifrost, tile.bifrost.name
botania:miniisland:0, 白色浮空花
botania:miniisland:1, 橙色浮空花
botania:miniisland:2, 品红色浮空花
botania:miniisland:3, 淡蓝色浮空花
botania:miniisland:4, 黄色浮空花
botania:miniisland:5, 黄绿色浮空花
botania:miniisland:6, 粉色浮空花
botania:miniisland:7, 灰色浮空花
botania:miniisland:8, 淡灰色浮空花
botania:miniisland:9, 青色浮空花
botania:miniisland:10, 紫色浮空花
botania:miniisland:11, 蓝色浮空花
botania:miniisland:12, 棕色浮空花
botania:miniisland:13, 绿色浮空花
botania:miniisland:14, 红色浮空花
botania:miniisland:15, 黑色浮空花
botania:tinypotato, tile.tinyPotato.name
botania:spawnerclaw, tile.spawnerClaw.name
botania:custombrick:0, 阿兹勒赫瓷砖
botania:custombrick:1, 阿兹勒赫瓷砖
botania:custombrick:2, 阿兹勒赫瓷砖
botania:custombrick:3, 阿兹勒赫瓷砖
botania:custombrick:4, 阿兹勒赫瓷砖
botania:custombrick:5, 阿兹勒赫瓷砖
botania:custombrick:6, 阿兹勒赫瓷砖
botania:custombrick:7, 阿兹勒赫瓷砖
botania:custombrick:8, 阿兹勒赫瓷砖
botania:custombrick:9, 阿兹勒赫瓷砖
botania:custombrick:10, 阿兹勒赫瓷砖
botania:custombrick:11, 阿兹勒赫瓷砖
botania:custombrick:12, 阿兹勒赫瓷砖
